ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,ORDERMONTH,ORDERYEAR
10207,42,29.700000762939453,8,1247.4000244140625,2018-12-09,Shipped,Classic Cars,35,S24_2840,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small,12,2018
10219,21,40.310001373291016,3,846.510009765625,2019-02-10,Shipped,Classic Cars,35,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small,2,2019
10229,33,32.880001068115234,2,1085.0400390625,2019-03-11,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3,2019
10246,49,36.06999969482422,6,1767.4300537109375,2019-05-05,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,5,2019
10259,31,33.2400016784668,5,1030.43994140625,2019-06-15,Shipped,Classic Cars,35,S24_2840,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,6,2019
10271,38,41.720001220703125,6,1585.3599853515625,2019-07-20,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,7,2019
10281,20,40.65999984741211,2,813.2000122070312,2019-08-19,Shipped,Classic Cars,35,S24_2840,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,8,2019
10292,39,30.059999465942383,9,1172.3399658203125,2019-09-08,Shipped,Classic Cars,35,S24_2840,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,9,2019
10305,48,31.469999313354492,6,1510.56005859375,2019-10-13,Shipped,Classic Cars,35,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small,10,2019
10314,39,37.130001068115234,15,1448.0699462890625,2019-10-22,Shipped,Classic Cars,35,S24_2840,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,10,2019
10324,30,111.2699966430664,9,3338.10009765625,2019-11-05,Shipped,Classic Cars,35,S24_2840,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium,11,2019
10335,33,37.130001068115234,2,1225.2900390625,2019-11-19,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,11,2019
10349,36,37.130001068115234,3,1336.6800537109375,2019-12-01,Shipped,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,12,2019
10358,36,82.94000244140625,4,2985.840087890625,2019-12-10,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,12,2019
10371,45,123.23999786376953,8,5545.7998046875,2020-01-23,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,1,2020
10383,40,152.24000549316406,3,6089.60009765625,2020-02-22,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2,2020
10394,46,38.900001525878906,6,1789.4000244140625,2020-03-15,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3,2020
10412,30,36.06999969482422,6,1082.0999755859375,2020-05-03,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,5,2020
10425,31,33.2400016784668,5,1030.43994140625,2020-05-31,In Process,Classic Cars,35,S24_2840,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,5,2020
10106,49,74.68000030517578,13,3659.320068359375,2018-02-17,Shipped,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,2,2018
10119,41,59.599998474121094,4,2443.60009765625,2018-04-28,Shipped,Planes,68,S24_2841,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,4,2018
10131,35,67.13999938964844,5,2349.89990234375,2018-06-16,Shipped,Planes,68,S24_2841,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Small,6,2018
10143,27,60.970001220703125,8,1646.18994140625,2018-08-10,Shipped,Planes,68,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small,8,2018
10155,23,72.62000274658203,6,1670.260009765625,2018-10-06,Shipped,Planes,68,S24_2841,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small,10,2018
10167,21,69.87999725341797,2,1467.47998046875,2018-10-23,Cancelled,Planes,68,S24_2841,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,10,2018
10178,34,80.83999633789062,5,2748.56005859375,2018-11-08,Shipped,Planes,68,S24_2841,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,11,2018
10186,22,69.19999694824219,2,1522.4000244140625,2018-11-14,Shipped,Planes,68,S24_2841,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small,11,2018
10198,48,67.81999969482422,5,3255.360107421875,2018-11-27,Shipped,Planes,68,S24_2841,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium,11,2018
10222,32,81.52999877929688,5,2608.9599609375,2019-02-19,Shipped,Planes,68,S24_2841,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small,2,2019
10249,20,67.81999969482422,1,1356.4000244140625,2019-05-08,Shipped,Planes,68,S24_2841,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Small,5,2019
10262,24,67.13999938964844,10,1611.3599853515625,2019-06-24,Cancelled,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,6,2019
10274,40,65.08000183105469,2,2603.199951171875,2019-07-21,Shipped,Planes,68,S24_2841,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small,7,2019
10284,30,73.98999786376953,12,2219.699951171875,2019-08-21,Shipped,Planes,68,S24_2841,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small,8,2019
10296,21,71.25,8,1496.25,2019-09-15,Shipped,Planes,68,S24_2841,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Small,9,2019
10307,25,75.36000061035156,2,1884,2019-10-14,Shipped,Planes,68,S24_2841,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small,10,2019
10316,34,63.709999084472656,10,2166.139892578125,2019-11-01,Shipped,Planes,68,S24_2841,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Small,11,2019
10328,48,58.91999816894531,1,2828.159912109375,2019-11-12,Shipped,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,11,2019
10339,55,112.98999786376953,12,6214.4501953125,2019-11-23,Shipped,Planes,68,S24_2841,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium,11,2019
10351,25,74.68000030517578,5,1867,2019-12-03,Shipped,Planes,68,S24_2841,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Small,12,2019
10373,38,70.44000244140625,7,2676.719970703125,2020-01-31,Shipped,Planes,68,S24_2841,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,1,2020
10386,39,55.959999084472656,1,2182.43994140625,2020-03-01,Resolved,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3,2020
10398,28,57.54999923706055,3,1611.4000244140625,2020-03-30,Shipped,Planes,68,S24_2841,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,3,2020
10400,24,61.65999984741211,2,1479.8399658203125,2020-04-01,Shipped,Planes,68,S24_2841,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,4,2020
10415,21,67.81999969482422,1,1424.219970703125,2020-05-09,Disputed,Planes,68,S24_2841,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,5,2020
10110,46,129.17999267578125,10,5942.27978515625,2018-03-18,Shipped,Classic Cars,117,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,3,2018
10124,25,93.94999694824219,9,2348.75,2018-05-21,Shipped,Classic Cars,117,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,5,2018
10148,34,129.17999267578125,3,4392.1201171875,2018-09-11,Shipped,Classic Cars,117,S24_2887,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,9,2018
10161,25,110.38999938964844,2,2759.75,2018-10-17,Shipped,Classic Cars,117,S24_2887,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,10,2018
10173,23,118.61000061035156,16,2728.030029296875,2018-11-05,Shipped,Classic Cars,117,S24_2887,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,11,2018
10182,20,119.79000091552734,13,2395.800048828125,2018-11-12,Shipped,Classic Cars,117,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,11,2018
10192,23,132.7100067138672,1,3052.330078125,2018-11-20,Shipped,Classic Cars,117,S24_2887,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,11,2018
10204,42,101,7,4242,2018-12-02,Shipped,Classic Cars,117,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,12,2018
10213,27,103.3499984741211,3,2790.449951171875,2019-01-22,Shipped,Classic Cars,117,S24_2887,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small,1,2019
10227,33,131.52999877929688,13,4340.490234375,2019-03-02,Shipped,Classic Cars,117,S24_2887,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,3,2019
10241,28,98.6500015258789,5,2762.199951171875,2019-04-13,Shipped,Classic Cars,117,S24_2887,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small,4,2019
10267,43,108.04000091552734,2,4645.72021484375,2019-07-07,Shipped,Classic Cars,117,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,7,2019
10279,48,116.2699966430664,2,5580.9599609375,2019-08-09,Shipped,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,8,2019
10288,48,136.22999572753906,8,6539.0400390625,2019-09-01,Shipped,Classic Cars,117,S24_2887,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium,9,2019
10302,45,123.30999755859375,4,5548.9501953125,2018-10-06,Shipped,Classic Cars,117,S24_2887,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,10,2018
10311,43,106.87000274658203,3,4595.41015625,2019-10-16,Shipped,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,10,2019
10332,44,42.2599983215332,11,1859.43994140625,2019-11-17,Shipped,Classic Cars,117,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,11,2019
10346,24,87.23999786376953,5,2093.760009765625,2019-11-29,Shipped,Classic Cars,117,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,11,2019
10368,31,136.22999572753906,5,4223.1298828125,2020-01-19,Shipped,Classic Cars,117,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,1,2020
10380,44,36.290000915527344,7,1596.760009765625,2020-02-16,Shipped,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2,2020
10407,59,98.6500015258789,5,5820.35009765625,2020-04-22,On Hold,Classic Cars,117,S24_2887,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,4,2020
10420,55,96.30000305175781,8,5296.5,2020-05-29,In Process,Classic Cars,117,S24_2887,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,5,2020
10109,29,32.099998474121094,6,930.9000244140625,2018-03-10,Shipped,Classic Cars,37,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small,3,2018
10122,39,30.959999084472656,4,1207.43994140625,2018-05-08,Shipped,Classic Cars,37,S24_2972,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,5,2018
10135,20,35.869998931884766,1,717.4000244140625,2018-07-02,Shipped,Classic Cars,37,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,7,2018
10147,25,42.66999816894531,1,1066.75,2018-09-05,Shipped,Classic Cars,37,S24_2972,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small,9,2018
10171,36,35.4900016784668,4,1277.6400146484375,2018-11-05,Shipped,Classic Cars,37,S24_2972,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small,11,2018
10181,37,42.66999816894531,8,1578.7900390625,2018-11-12,Shipped,Classic Cars,37,S24_2972,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small,11,2018
10192,30,30.59000015258789,13,917.7000122070312,2018-11-20,Shipped,Classic Cars,37,S24_2972,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,11,2018
10203,21,37,2,777,2018-12-02,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,12,2018
10212,34,43.41999816894531,12,1476.280029296875,2019-01-16,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,1,2019
10225,42,36.630001068115234,3,1538.4599609375,2019-02-22,Shipped,Classic Cars,37,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Small,2,2019
10239,20,44.560001373291016,2,891.2000122070312,2019-04-12,Shipped,Classic Cars,37,S24_2972,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,4,2019
10253,40,42.66999816894531,7,1706.800048828125,2019-06-01,Cancelled,Classic Cars,37,S24_2972,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small,6,2019
10266,34,40.400001525878906,8,1373.5999755859375,2019-07-06,Shipped,Classic Cars,37,S24_2972,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,7,2019
10278,31,38.88999938964844,8,1205.5899658203125,2019-08-06,Shipped,Classic Cars,37,S24_2972,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,8,2019
10287,36,39.650001525878906,6,1427.4000244140625,2019-08-30,Shipped,Classic Cars,37,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Small,8,2019
10301,48,34.36000061035156,10,1649.280029296875,2018-10-05,Shipped,Classic Cars,37,S24_2972,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small,10,2018
10310,33,41.90999984741211,4,1383.030029296875,2019-10-16,Shipped,Classic Cars,37,S24_2972,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small,10,2019
10321,37,33.22999954223633,12,1229.510009765625,2019-11-04,Shipped,Classic Cars,37,S24_2972,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small,11,2019
10331,27,42.2400016784668,13,1140.47998046875,2019-11-17,Shipped,Classic Cars,37,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small,11,2019
10342,39,40.400001525878906,9,1575.5999755859375,2019-11-24,Shipped,Classic Cars,37,S24_2972,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,11,2019
10355,36,38.52000045776367,4,1386.719970703125,2019-12-07,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,12,2019
10367,36,139.39999389648438,2,5018.39990234375,2020-01-12,Resolved,Classic Cars,37,S24_2972,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,1,2020
10378,41,142.85000610351562,7,5856.85009765625,2020-02-10,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2,2020
10390,37,132.2899932861328,5,4894.72998046875,2020-03-04,Shipped,Classic Cars,37,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,3,2020
10405,47,44.560001373291016,2,2094.320068359375,2020-04-14,Shipped,Classic Cars,37,S24_2972,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small,4,2020
10419,15,42.66999816894531,7,640.0499877929688,2020-05-17,Shipped,Classic Cars,37,S24_2972,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,5,2020
10105,44,72.58000183105469,4,3193.52001953125,2018-02-11,Shipped,Vintage Cars,88,S24_3151,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium,2,2018
10119,35,87.62000274658203,13,3066.699951171875,2018-04-28,Shipped,Vintage Cars,88,S24_3151,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,4,2018
10129,41,94.70999908447266,4,3883.110107421875,2018-06-12,Shipped,Vintage Cars,88,S24_3151,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium,6,2018
10142,49,98.25,1,4814.25,2018-08-08,Shipped,Vintage Cars,88,S24_3151,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,8,2018
10154,31,91.16999816894531,2,2826.27001953125,2018-10-02,Shipped,Vintage Cars,88,S24_3151,Boards & Toys Co.,3105552373,4097 Douglas Av.,Glendale,92561,USA,Young,Leslie,Small,10,2018
10167,20,79.66000366210938,11,1593.199951171875,2018-10-23,Cancelled,Vintage Cars,88,S24_3151,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,10,2018
10177,45,72.58000183105469,2,3266.10009765625,2018-11-07,Shipped,Vintage Cars,88,S24_3151,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Medium,11,2018
10185,33,74.3499984741211,2,2453.550048828125,2018-11-14,Shipped,Vintage Cars,88,S24_3151,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small,11,2018
10197,47,83.19999694824219,8,3910.39990234375,2018-11-26,Shipped,Vintage Cars,88,S24_3151,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,11,2018
10208,20,89.4000015258789,2,1788,2019-01-02,Shipped,Vintage Cars,88,S24_3151,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small,1,2019
10222,47,70.80999755859375,14,3328.070068359375,2019-02-19,Shipped,Vintage Cars,88,S24_3151,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,2,2019
10233,40,94.70999908447266,2,3788.39990234375,2019-03-29,Shipped,Vintage Cars,88,S24_3151,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium,3,2019
10248,30,101.79000091552734,5,3053.699951171875,2019-05-07,Cancelled,Vintage Cars,88,S24_3151,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium,5,2019
10261,22,91.16999816894531,3,2005.739990234375,2019-06-17,Shipped,Vintage Cars,88,S24_3151,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small,6,2019
10273,27,103.55999755859375,6,2796.1201171875,2019-07-21,Shipped,Vintage Cars,88,S24_3151,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small,7,2019
10283,34,92.94000244140625,8,3159.9599609375,2019-08-20,Shipped,Vintage Cars,88,S24_3151,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium,8,2019
10295,46,84.97000122070312,3,3908.6201171875,2019-09-10,Shipped,Vintage Cars,88,S24_3151,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium,9,2019
10306,31,84.08000183105469,2,2606.47998046875,2019-10-14,Shipped,Vintage Cars,88,S24_3151,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,10,2019
10315,24,86.73999786376953,1,2081.760009765625,2019-10-29,Shipped,Vintage Cars,88,S24_3151,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,10,2019
10326,41,85.8499984741211,3,3519.85009765625,2019-11-09,Shipped,Vintage Cars,88,S24_3151,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium,11,2019
10339,55,195.60000610351562,13,10758,2019-11-23,Shipped,Vintage Cars,88,S24_3151,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Large,11,2019
10350,30,100.69999694824219,9,3021,2019-12-02,Shipped,Vintage Cars,88,S24_3151,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,12,2019
10373,33,57.31999969482422,12,1891.56005859375,2020-01-31,Shipped,Vintage Cars,88,S24_3151,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,1,2020
10396,27,83.19999694824219,7,2246.39990234375,2020-03-23,Shipped,Vintage Cars,88,S24_3151,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3,2020
10414,60,101.79000091552734,5,6107.39990234375,2020-05-06,On Hold,Vintage Cars,88,S24_3151,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium,5,2020
10110,27,73.62000274658203,12,1987.739990234375,2018-03-18,Shipped,Classic Cars,85,S24_3191,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,3,2018
10124,49,83.04000091552734,11,4068.9599609375,2018-05-21,Shipped,Classic Cars,85,S24_3191,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium,5,2018
10148,31,73.62000274658203,5,2282.219970703125,2018-09-11,Shipped,Classic Cars,85,S24_3191,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,9,2018
10161,20,77.05000305175781,4,1541,2018-10-17,Shipped,Classic Cars,85,S24_3191,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,10,2018
10172,24,81.33000183105469,2,1951.9200439453125,2018-11-05,Shipped,Classic Cars,85,S24_3191,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small,11,2018
10182,33,94.16999816894531,15,3107.610107421875,2018-11-12,Shipped,Classic Cars,85,S24_3191,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,11,2018
10192,32,72.7699966430664,3,2328.639892578125,2018-11-20,Shipped,Classic Cars,85,S24_3191,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,11,2018
